0.384,我直接嗨老公(doge)
0.616,熟悉的天环
5.924,好帅
6.412,直接老公
6.907,好像和之梦导演 高配
7.23,热乎
9.448,暗示下次晚到直播睡觉
9.599,道长的一千零一夜吗哈哈哈哈
9.943,好帅惹
13.239,没事，时间是循环的。
13.353,下次被窝里录
13.459,老公
13.818,第一第一！
14.571,哈哈哈
15.423,好帅啊
15.823,哈哈哈哈哈哈哈哈哈
16.236,哈哈哈哈孤魂野鬼
16.376,广州！
16.861,这个封面好像不太对
17.971,宝贝！
18.116,平时都是睡衣哈哈
18.623,老公！
19.061,老公
20.988,边缘人？喜欢边缘？
20.997,hhh一千零一夜的道长
21.8,好帅
22.85,老公好帅
23.245,哈哈哈哈哈
23.445,头发长的
23.68,怎么像我住的导演
25.172,天啊，博主信手拈来都能讲那么好
25.437,哈哈，假装道长
26.062,浮华
27.64,天环哈哈哈
29.714,阿哈哈哈哈
30.959,老公老公老公老公老公
31.154,哥哥好帅
31.182,想边缘小曹
32.567,我最喜欢的小说
32.725,天环诶！
34.916,前排前排，和你一起吃午饭
35.808,我家旁边，下次能吃个饭不
36.057,参加晚宴没喝酒，怎么做到的？
36.144,听老婆念书
39.819,借着浮华的劲儿哈哈哈
41.477,绿光
42.226,2
42.412,老公
42.518,1
43.02,2
43.598,2
43.695,2
43.856,2
43.87,2
43.977,2
43.979,2
43.997,1
44.016,2
44.023,2
44.033,2
44.064,2
44.07,1
44.103,2
44.104,2
44.138,1
44.148,2
44.203,1
44.268,2
44.272,2
44.277,2
44.297,1
44.308,1
44.352,1
44.386,1
44.4,2
44.41,2
44.453,1
44.476,1
44.478,1
44.478,1
44.48,1
44.496,1
44.496,1
44.497,1
44.512,2
44.521,这是在天河体育中心吗哈哈哈
44.532,1
44.55,1
44.585,2
44.598,2
44.655,2
44.694,2
44.729,1
44.771,1
44.794,1
44.814,2
44.819,2
44.839,1
44.845,2
44.868,2
44.9,1
44.912,1
44.927,1
44.938,1
44.995,2
45.066,2
45.067,1
45.101,1
45.126,2
45.183,2
45.192,2
45.202,1
45.217,1
45.234,1
45.261,1
45.332,2
45.368,2
45.37,2
45.415,2
45.444,2
45.493,1
45.537,2
45.585,1
45.586,1
45.6,2
45.638,2
45.661,2
45.687,2
45.777,2
45.841,2
45.841,2
45.868,1
45.869,2
45.905,2
45.95,1
46.016,1
46.117,1
46.118,2
46.154,2
46.234,2
46.282,2
46.289,1
46.311,2
46.334,1
46.371,2
46.374,2
46.433,2
46.469,1
49.325,看起来非常回南天
59.464,老公好好看
61.289,这一期也太帅了
80.539,只记住了一点，一个人死了什么都散了
81.743,所以现在是脱稿的？
87.017,Of course 
89.375,曹老师绝对喝酒了，说话都不清楚了
89.612,好像被这样歧视
92.419,打雷有首歌就叫old money
102.26,可能这就是经典的力量，没看一次感受都不同
108.72,我第一次看就觉得是理想主义者破碎的梦
118.624,让他恰！
119.92,后面是东塔嘛？
120.501,？？
122.164,哈哈哈哈哈哈很直接了
124.991,是不是瘦了
129.98,哈哈，直白
130.221,一副无欲无求又流量饥渴的矛盾样
140.607,让他恰
142.569,吃了这剂安利
142.656,让他恰!
145.299,哈哈哈哈哈哈哈哈有提醒
146.3,右上角的图标有柠檬~
148.87,读过 生词太多
149.59,约恰越好！
154.175,让他恰！！！
154.59,恰！
156.1,哈哈哈哈
156.132,多吃点
158.441,恰恰快乐的味道
159.867,广州体育西路
160.104,下，马上下
160.139,？？？？？？？？？？？？？
160.859,猝不及防
161.146,我朋友在用
161.611,让他恰
163.628,猝不及防
164.48,哪措不及防了？看进度条！
165.502,来了来了
165.701,下载了~
166.177,薄荷阅读的确还不错
167.09,马上下载
167.75,好的，谢谢推荐
167.88,好多词都是作者现造的
169.209,我就是在这里读的
169.834,这就下哈
174.168,视频不能p所以是真的
175.451,哈哈哈这里是p的吗
175.627,？？？？？86天了，太强了
176.232,居然有了广告
176.62,敏感肌可以用吗
176.834,那你不早点说？？
177.265,谢谢小曹推荐
179.182,参加过两期
184.767,现在薄荷阅读客服都开始卖土特产了
192.48,特别
194.858,恰！
196.307,甲方：这个功能还没讲呢，快剪进去
198.742,安排
198.862,提醒大家注意保护眼睛
200.609,恰
201.485,好的
202.308,摸鼻子 内心不安在说谎
202.352,让他恰！
202.735,让他恰
203.88,安利到了
204.026,好好看啊老公
205.204,好的 支持老公
207.971,安排！
207.985,安利到了
209.428,让他恰！！！
210.929,恭喜
211.98,有被安利到
212.671,恰！！！
213.985,让他恰！
214.136,让他恰
215.066,吃下安利！去下app了
215.768,期待曹老师解读霍乱时期的爱情
223.17,恰恰恰！
228.815,恰！
229.048,加油
234.315,快
242.827,想看
246.574,能推荐一些日文书吗
247.145,外景新闻报道的感觉
251.256,背景的Lululemon打钱
276.361,是的 男的这样已经很了不起了
282.665,认错目标 追着影子跑  乔碧萝情节
336.391,爱是什么呢
340.841,还有一段：她的笑声仿佛金钱的声音
386.028,哇喜欢混剪
402.18,bgm好吵
450.154,想到了《面纱》中的男主
456.474,有道理这么分析的话
458,黛西逃避的是自己犯下的杀人案
481.812,他确实是虚伪的
512.191,不觉得他的灵魂是干净的。也不觉得其他人是行尸走肉
519.489,说的太好了，盖茨比的悲剧性在于除了做梦已一无所有
534.441,声音好像黄景瑜
541.356,盖茨比做了他不敢做的梦
562.528,RTZ？
574.56,背景音乐立刻让人 有了电影画面
578.421,这段话给我看泪目了
587.455,感觉这纯真其实是情感上的不成熟
587.493,请收下我的膝盖
632.787,最要紧的不是尼克本人有强烈的价值取向吗？明明现在文化要求dont judge。所以默许了这么多不诚实
637.161,在这儿给大家推荐一本书《美国梦》
649.775,哥哥的深沉脱俗正好和背景的浮华形成对比～(￣￣～)~
662.564,我室友以为我在看街头报道
706.1,在夜之城里扬名立万
712.858,ny，ny！
750.706,额，这不是中国人吗
755.433,跟现在我们生活的社会如出一辙
757,引以为戒
766.489,没错没错，何其相似
768.682,缺实很像啊
770.519,一样的
772.288,我只迷恋你的颜
772.483,是的
775.288,是啊
776.062,是的
777.322,嗯嗯，很像
780.005,真的很像
783.716,最终都要破灭，早点看到早好
787.592,是的，保持清醒
787.64,这话，够好
794.753,那我们需要依靠什么换来呢
820.214,美国梦的提出正值经济大萧条，新旧社会秩序的交替期
841.965,bgm好评！
844.905,懂了
862.012,分析得很深刻
882.194,young and beautiful
903.518,没有归属感
904.322,很真切了
909.769,小曹这段说得好
912.845,没有归属感啊
914.15,太真实了，特别是在一线城市
922.824,确实
938.274,是啊，为了什么呢
938.381,李诞
941.246,幻梦终将会破灭
941.864,心灵的安宁
946.274,幻梦终将破灭
951.595,或许在于追的过程 不在于最初的目标是否得以完满实现
956.315,要去追求吧
974.264,追求着最终的价值
977.364,你想成为作者，我看行
1034.812,可爱可爱\
1035.679,哈哈哈哈
1035.838,看这里的时候觉得海明威好犀利
1037.204,海明威说的没错。
1082.225,我的娘哎 
1083.124,可怜的女人。
1144.041,战歌起！！！
1152.158,Young and Beautiful
1161.386,Young&Beautiful 
1195.02,哭了
1224.205,理想主义的幻灭
1229.42,也许他们也不幸福，内心也有求而不得的坑
1232.942,同意前面的观点 幸福和富贵是不同的 富贵也不一定幸福
1233.036,荣华富贵不一定幸福
1238.782,因为你在通关，越艰难升级越快
1239.785,肩负的使命不同
1244.404,这里被剪掉了什么话？是因为音质吗
1245.036,最后那段好感动
1256.776,听得到的
1263.209,说得太好了
1264.068,尽情去爱吧！
1266.127,泪目
1268.761,这段话太好了吧
1269.508,就是为了成就自己
1273.899,我愿意！
1274.844,愿意！
1275.113,我愿意！
1277.14,young and beautiful
1279.403,哈哈哈 这些理解不了
1280.157,突然吟起了诗 哈哈哈
1280.607,我愿意
1281.009,这是结婚誓言吗
1281.47,这是你翻译的嘛？
1281.803,醒醒，他不是在向你求婚
1284.372,这是歌词
1284.545,好感人
1287.129,好感动啊！！
1287.166,哈哈哈哈哈
1291.829,喜欢最后这段
1293.196,最后和段话真的很让人感动
1293.239,心里好像空了一块
1293.811,我尽量多爱你
1294.152,你依然很年轻……
1296.537,好感人啊！
1300.027,为什么泪目了呢，说的真好
1300.889,Yes I do
1301.018,人生永远追逐着幻光，但谁把幻光看作幻光，谁便沉入了无底的苦海
1306.611,那么 可以自我欺骗吗
1307.429,我们都知道它终将幻灭
1315.835,哈哈哈哈哈
1315.876,类似灯塔
1319.014,爱的滋味
1324.611,green light
1329.793,渺小但奋力
1332.596,你币有了
1340.196,泪目
1342.282,也许我只是近视了 看不清 才以为是幻光；会有治好近视的一天吗
1349.068,哈哈好严谨
1349.492,配乐有心了
1357.11,真好
1359.295,真好
1361.236,江湖相逢！
1361.499,喜欢bgm
1361.568,江湖相逢！！！
1362.613,江湖相逢
1364.826,真好
1365.588,江湖相逢
1366.014,Will you still love me when I’m no longer young and beautiful.... 
1366.614,真好
1366.787,读这种书，不要喝咖啡，否则太伤情了
1367.786,江湖相逢
1368.568,拜拜
1369.992,江湖相逢！
1372.614,好
1377.428,让他搞！
1377.513,哈哈哈一开头有那个味
1378.614,三联了
1381.229,哈哈哈，加油，也许可以哦
1383.676,找个室友就解决了啊
1383.711,哈哈哈哈哈哈会的一切都会有的
1383.73,找粉丝啊
1384.752,我觉得现在这个背景也很好，融入城市很真切，加油
1384.795,改造一下平衡车，就可以边飘荡边录了
1386.41,笑死
1388.572,这样就很好
1389.366,让他搞
1391.316,浮夸了浮夸了
1395.436,哈哈，在他们眼里你也是奇怪的人。就像在多数人眼里，盖茨比的追求只是偏执
1397.038,为你护法
1398.404,把 无奈 打在脸上了
1398.603,卧槽我的狗听到跑过来吠他
1398.673,哈哈哈哈哈
1398.831,哈哈哈哈，会有的会有的
1398.946,哈哈哈哈哈哈哈
1399.743,哈哈哈哈哈哈哈哈哈哈
1399.901,哈哈哈哈哈哈哈哈哈哈哈
1402.111,哈哈哈哈
1402.43,有趣哈哈哈哈
1402.709,哈哈哈哈
1403.021,hhhhhhhhhhhhh
1403.049,哈哈哈哈哈哈哈哈和H哈哈
1403.216,哈哈哈哈哈哈哈哈哈哈哈哈哈笑死
1404.262,哈哈哈
1404.652,哈哈哈哈要疯了
1404.655,哈哈哈
1404.688,hhhhhhhh
1404.706,哈哈哈哈哈哈哈
1405.219,hhhhhhhh
1405.26,hhhhhhhhhhhhhhhh笑yue
1405.831,哈哈哈哈哈
1405.912,哈哈哈笑死了
1407.863,哈哈哈哈哈哈
1409.02,哈哈哈哈哈
1411.276,哈哈哈哈哈哈哈哈
