0.079,会上b站
0.081,我先来：会上B站
0.099,会上B站
0.199,我有手的时候也这么玩
0.213,哈切没打出很难受额
0.442,会上b站
0.545,我干过
0.559,红字正确翻译
0.738,这事我也干过哈哈哈哈哈哈
1.095,我经常怎么做
1.176,我以为只有我喜欢这么干
1.376,我也干过
1.379,会给您脸上一巴掌
1.422,awsl
1.422,awsl
1.422,awsl
1.519,我试过，哈哈哈
1.606,会在第一时间甩头并吐出来（自家暖男
1.612,猫:吃吃呢？
1.639,我试过！
1.679,会生气不是吗
1.696,？
1.698,会上B站
1.789,我试过，被咬伤了
1.818,我家猫打哈欠太快了，我没来得及
1.959,我试过！
2.061,小别致长得真东西
2.087,危
2.479,好像个孩子啊
2.499,我也干过
2.519,危
2.539,我以为只有我会干这种事诶！！
2.574,搬运的
2.655,。。
2.703,大局为重
2.719,实不相瞒，我经常这么干
2.739,会死
2.948,猫会吐出来
2.979,会含住
3.016,危
3.178,我试过 金毛挠痒痒的时候把手伸到它挠痒痒的地方 挺疼的 
3.239,我干过
3.447,太乖啦宝贝!
3.461,危
3.482,这个颜色从来没让我失望
3.593,会上b站
3.659,我还真干过
3.71,危
3.752,哈哈哈
3.779,危
3.806,背景音乐似曾相识
3.817,小可爱
3.843,太乖啦
3.882,会很疼！！！别问我为什么会知道
4.234,我有手的时候也这样玩儿
4.255,Stardenburdenhardenbart
4.3,危
4.439,会少一根手指
4.479,猫狗打架是有理由的（狗头）
4.497,awsl
4.564,好乖啊
4.583,很疼
4.639,我也干过，然后猫直接把嘴闭上了
4.698,会用舌头给你推出来
5.069,试了 被咬了
5.359,awsl！
5.406,我家的绝对手指头没了
5.474,危
5.491,AWSL
5.508,大橘为重
5.57,干过
5.65,我试过
5.727,给他快给他，给他吃
5.868,哈哈哈哈我就喜欢这么干
5.939,碰瓷
6.009,啊啊啊好可爱
6.149,会被录下来
6.25,你手没了
6.28,我去试了一下，你要是有良心就来医院看我
6.334,我喜欢揪舌头
6.424,好可爱
6.531,耶
6.628,猫：跟人沾边的事你是一点都不干
6.825,没有你害想白嫖！
6.834,会被做成视频放到b站
6.839,哇好萌
6.84,手指疼因为我也这么干过
6.865,危
6.898,会被咬。
7.052,awsl
7.267,我有手指头时经常这么干
7.278,坏逼
7.281,喵好乖2333
7.31,awsl
7.441,干过
7.485,危
7.504,会上Ｂ战
7.512,会很疼
7.659,你是魔鬼吗？？
7.679,咬人猫233
7.862,长得和我家的猫好像
7.946,萌的不要不要的
8.487,可爱
8.545,纳迪亚之宝？
8.577,会被咬
8.607,你是魔鬼吗
9.039,会被咬 很疼的 我就…呜呜呜
9.048,好可爱
9.078,胆子大了
9.119,我有的时候把猫的头伸到我的嘴里
9.119,我也这么干过
9.21,我对我们家狗这么干过
9.349,好可爱嗷
9.38,耶
9.4,来来来让我亲两口mua!mua!mua!
9.419,干过+1
9.42,你为什么养了一只天使
9.425,啊啊啊啊啊
9.439,一半儿弹幕都被猫挡住了
9.46,大橘为重
9.52,我干过
9.542,危
9.59,我干过很多次
9.669,可可爱爱，没有脑袋
9.754,是海的味道
10.25,太可爱了
10.273,你干了我一直想干的事！！
10.309,本喵不想理你，并向你打了个哈欠
10.376,果然有人跟我一样无聊
10.667,以前经常这么干
10.694,可爱
10.799,又白嫖成功了。
10.818,会少根手指
10.845,危
10.923,这个BGM有点耳熟啊
10.928,会直接被咬
10.933,ahhhhooowowwkkwmm
10.959,我干过，还不止一回
10.966,危
10.994,我经常干这事
11.006,会干呕
11.114,AX.?? 地球人，都知道，发生什么？
11.236,我每次都会这样干
11.243,好可爱呀
11.396,回味
11.399,白嫖
11.424,会被吃掉
11.5,危
11.56,手指不会断吗，现在作死的方法可真高级
11.564,试过
11.684,给他吃！！
11.692,我就经常干这事哈哈哈
11.699,危
11.776,会上b站
11.801,大橘为重
11.824,是我家猫，一口就下去
11.841,呀～那里不可以～～～
11.951,乖！！！！
12.137,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
12.21,猫:你这手扣过屁股吧（滑稽保命）
12.251,会发到B站
12.253,NANIYA
12.376,危
12.428,会被发到b站
12.529,我试过
12.553,不开心
12.769,好可爱呀啊啊啊啊啊
12.868,这事我干过，很好玩的
12.893,好咸
12.95,经常这样玩
12.964,好漂亮的猫
12.985,我也喜欢。。
12.999,众所周知，猫的天敌是狗
13.129,我也这么干
13.181,你把手伸我嘴里又把我口水撸我毛上？
13.468,猫：咸咸的，大海的味道！
13.625,危
13.725,我经常这么干
13.81,搁到我牙了
13.902,小东西真可爱
13.928,我一直这么玩
14.049,白嫖
14.104,收牙齿萌死了
14.206,好乖
14.269,WTF？
14.501,这个牙
14.663,我干过
14.751,我有手的时候也是这么玩的
14.853,我也这样做过，她害怕咬着我
15.026,好可爱
15.285,我家猫回顺势咬死不松口
15.573,好咸
15.587,大橘为重
15.723,好可爱啊啊啊啊啊啊
15.739,awsl
15.745,为毛我家猫是抱着手就啃
15.867,我也爱这样
15.871,可爱
15.896,啊啊啊啊啊好可爱啊啊啊
15.954,23333333
15.954,可爱
15.993,你会被咬
16.178,猫喜欢喝马桶水
16.191,好可爱啊啊啊啊啊
16.452,好乖wwwww
16.566,好想吸它
16.717,会少一根手指
16.8,小委屈
16.894,好懂事
17.332,小别致长的真东西
17.479,好乖
17.519,真爱啦！上次看新闻也是主人逗猫，原本是最温顺的暹罗把男主人小指头咬掉了
17.595,我竟然同时打了个哈欠
17.599,哼哼！好可爱呜呜呜
17.749,你怎么回事，小老弟？
17.82,我还会闻一下。。。
17.88,这只大橘好卡哇伊
17.932,我家猫和你家猫一模一样
18.04,我有手的时候也喜欢这么玩
18.08,要是经常这样的话...以后你打哈气猫也会把爪子伸你嘴里
18.13,好可爱啊
18.222,你怎么回事，小老弟？
18.239,我也喜欢这么玩
18.259,好咸啊
18.299,纳迪亚之宝
18.479,把手伸进去，猫咪会用舌头把手指顶出来
18.553,↓你怎么回事，小老弟？
18.586,我也试了一遍你要有良心就把你的这跟手指给我
18.681,awsl
18.684,温一下
18.801,会上B站
18.846,我家的咬的重不重全看心情
18.848,有
18.999,橘色。危险
19.064,啊啊啊啊
19.1,我从来不敢用手去喂任何一只动物
19.16,我也打哈欠了
19.172,我也爱干这事
19.237,不会咬，反而会张大嘴拼命躲
19.259,我也老这么和我家狗玩
19.259,太乖啦
19.359,这眼神好可爱嗷嗷嗷
19.37,这个眼神
19.379,啊啊啊啊我要亲它！（）
19.397,我的天 配这字幕简直可爱宝鸡
19.449,一样，以前养的猫爷也会收住牙齿
19.542,bgm…………
19.556,可爱死了卧槽
19.566,猫会吐
19.601,awsl
19.775,变态
19.861,刚睡醒的样子
19.903,会被他无情合上的嘴里的牙齿咬到
20.057,我有手的时候也是这么玩的
20.123,太可爱了啊啊啊啊
20.194,可以发弹幕乐
20.213,这个bgm。。。怎么有点像纳迪亚之宝
20.217,我经常这样做的。。。
20.263,我也试了一下，效果很好，我先去医院了
20.266,bgm耳熟(斜眼笑)
20.296,太可爱了啊啊啊啊
20.431,试了，被咬了
20.52,这样对猫，猫会生气的
20.579,太可爱了
20.637,niao！我死了
20.654,啊她还摸摸
20.68,白嫖好么
20.687,还抛媚眼 ohohohoh
20.712,ahahwhwkoakmm
20.909,好咸
21.004,啊啊啊好宠啊
21.053,其实是因为这样猫猫会不舒服啦
21.101,我以前也爱这么干，现在吃饭靠我妈喂
21.25,好好看
21.278,我还有手指的时候也经常这么干
21.321,哇~好温柔的喵啊~
21.41,好乖的样子~awsl
21.553,太可爱了太可爱了太可爱了太可爱了
21.669,awsl
21.699,太可爱啦
21.826,我干过！！！
22.039,我试过，被咬的好疼....
22.249,噬元兽
22.417,会上B站
22.479,Ohhhhhh好可爱
22.499,好乖哟
22.518,咸
22.535,好可爱
22.55,好妩媚
22.61,啊啊啊啊啊awsl
22.677,我干过
22.784,好可爱
23.031,我也试过
23.06,跟我家猫一模一样
23.062,会被咬
23.135,大脑斧！
23.161,嫌弃
23.198,我有个。。。。。
23.233,你试试把猫爪子放嘴里看塔会不会挠花你的脸
23.675,好像生气了
23.766,会上B站
23.794,乖乖的样子太可爱啦
23.826,被咬出血了现在
23.939,啊啊啊啊啊啊啊我死了
24.056,啊 好可爱 想把猫头吃了
24.201,会被发到b站
24.482,好乖啊
24.507,我的猫都会把我的手推出来
24.618,手汗警告
24.649,你是不是也想起舞！嗯？
24.702,我也天天这么干hhhhhhhhh
24.718,哇好温柔呜呜呜
24.808,要是我家的就咬下去了
24.84,快！给！他！吃！小！鱼！干！
24.921,我有两只手的时候也是这样和我家的狼玩
25.002,可爱
25.007,我家猫会咬下去
25.117,贴心小宝贝
25.126,手我有了，猫哪里领？
25.14,好温柔
25.189,好乖啊
25.219,哈哈哈哈我也经常这么干
25.254,小可爱真东西
25.303,我生前也这样
25.469,喵
25.54,阔爱
25.599,内心：这个狗xx打断了我
25.629,小可爱
25.639,手会变臭
25.699,我家猫猫会吐出来然后舔舔
25.733,sa
25.736,我试过，它会用舌头给你顶出来
25.745,白嫖
25.753,经常干，喵不咬的。
25.776,好宠
25.833,我家的会直接咬住不撒开，别问我咋知道的/抹泪
25.857,awsl
25.899,好可！
26.044,好可爱哦
26.05,↓你到底想怎么？
26.179,手上沾唾液又摸他头
26.207,好乖乖呀
26.25,我也会这样！！！
26.282,这大橘好可爱，好通人性
26.308,我也这么干
26.321,我家猫可没怎么乖
26.327,怎么就自己yy起来了
26.379,我家的猫都会这样，把手吐出来
26.442,好可爱啊
26.633,就是把猫吓了一跳
26.649,你不知道，，狂苗缺乏吗
26.695,我试过流血了233333
26.802,好可爱
26.826,我家猫纯粹是嫌弃我的手才回不咬
26.971,好可爱
27.019,把猫头塞嘴里
27.181,我会有猫的
27.237,可爱
27.376,真可爱
27.428,给它小鱼干，快点
27.545,啊啊啊啊啊啊啊
27.565,没白疼
27.608,我被我的猫咬死了，打针去了拜拜
27.629,为什么我们俩那货就咬了我一口
27.728,好乖呀
27.753,太能加戏了
27.802,mua
27.875,我家猫一样的
27.899,可爱(?? . ??)
27.985,yue
27.986,哇，这小猫好温柔啊
27.999,太可爱啦小宝贝
28.135,可爱死了
28.162,www可爱
28.244,同款大橘
28.366,啊啊啊啊啊啊啊啊啊啊啊
28.52,大橘已定
28.559,我有手指头的时候也喜欢这样玩
28.763,呜呜可爱死了
28.808,！！
28.827,橘
28.871,嫌弃的小眼神
29.013,会上B站
29.018,真能yy
29.109,猫：有完没完
29.131,好可爱怒
29.155,啊啊啊啊啊啊啊
29.284,整张脸写满高兴
29.296,可爱
29.489,666
29.625,三级暴露
29.701,好乖
29.701,awsl
29.721,好玩是好玩，不建议啊，你打哈欠别人伸手会怎样，万一咬到也不好啊
29.733,我干过！！
29.735,好乖啊
29.82,指甲里好脏
29.828,啊啊啊啊啊
29.852,猫：呕
29.886,不会被咬 小时候经常这样玩
29.979,主子的内心：你手脏.不想咬
30.077,你换一个台词还会可爱吗？
30.15,被传染了，我也打了个哈欠。。。。
30.379,好乖
30.441,可能是嫌弃脏
30.441,啊啊啊好可爱
30.52,好喜欢这只大橘
30.523,我人傻了你是她女儿吗
30.651,啊啊啊啊好甜呀
30.856,好彩我也叫阿猫
31.129,awsl
31.268,同款伸
31.408,可爱
31.55,手还在时也这么玩
31.61,可爱可爱
31.699,试了，从医院打狂犬疫苗回来了。
31.775,好温油
31.8,伸出圆手
31.843,这BGM有点东西啊，黑魔法，啧啧啧
31.91,？？？
32.077,狂猫疫苗
32.137,好咸啊
32.269,我也试了下，先不说了我去打疫苗了
32.407,女人你干嘛，你的手好咸
32.548,猫语十级，告辞！
32.598,好好rua啊阿啊
32.677,噬元兽
32.885,好想摸摸头
32.959,正规家养猫没有狂犬病，猫是打过疫苗的
32.973,想抱着亲！！！
33.297,喵喵好可爱(/ω＼)害羞
33.915,Killer Queen 
34.054,好乖好乖啊啊啊
34.314,不高兴
34.349,可爱
34.385,为什么我家猫喜欢咬人？
34.4,我心化了
34.751,这图p的
34.771,橘猫最萌
35.034,杀手皇后
35.119,是我dio哒
35.177,好可爱
35.255,瞅你那眼神都不对了
35.346,猫是不咬人的
35.507,给我亲
35.571,我有手指之前也是这么玩的
35.571,真可爱
35.571,再看一遍，真可爱
35.571,up，你要是有点良心，就去医院看看大姐
35.605,为毛我家猫是抱着手就啃
35.613,这也太可爱了吧
35.647,其实因为猫猫会不舒服啦
35.731,你的手好咸
35.872,好治愈
35.872,我家猫会发脾气啃我
35.872,哇 乖萌
35.872,也试过，猫不会咬下去
35.872,好大的脸啊，我家猫就不发腮
35.872,好咸
35.916,21
36,一般不会咬你的，猫会知道轻重。除非是很小的猫仔。别问我为什么知道
36,我家的会疯狂舔我
36,好乖啊
